Id,Name,Lat,Lon,Type,Icon,City,District
3153,台3丙線1197-1,23.814006,120.732973,郵局,📮,南投縣,竹山鎮
29136,台7丙線68-86號,24.662282,121.628302,公車站,🚌,宜蘭縣,三星鄉
29160,中興路二段,24.694036,121.687816,餐廳,🍴,宜蘭縣,三星鄉
29165,健富路二段407,24.697543,121.683714,大學&學院,🎓,宜蘭縣,三星鄉
29181,三星,24.666702,121.650612,公園,🌳,宜蘭縣,三星鄉
29872,五濱路二段201號,24.686864,121.820833,水邊,🌊,宜蘭縣,五結鄉
29906,傳藝大橋,24.682791,121.82539,橋樑,🌉,宜蘭縣,五結鄉
30227,宜26鄉道141-1,24.687147,121.74001,便利店,🏪,宜蘭縣,冬山鄉
30849,大通路146-6號,24.46611,121.796032,主題樂園,🎡,宜蘭縣,南澳鄉
32402,吉祥路101-69號,24.760076,121.755425,義式餐廳,🍝,宜蘭縣,宜蘭市
32835,抹茶山下,24.820879,121.757326,咖啡杯,☕,宜蘭縣,礁溪鄉
34160,中山路二段162巷8,24.606368,121.830688,森林,🌲,宜蘭縣,蘇澳鎮
34606,合興路66,24.932145,121.885807,海灘,🏖️,宜蘭縣,合興里
35581,中正路505巷2號,22.6915,120.49993,美術館,🖼️,屏東縣,北勢頭
39573,屏東,22.668451,120.489851,路邊,🛣️,屏東縣,屏東市
39596,廣東路744-786,22.687265,120.492261,壽司,🍣,屏東縣,屏東市
49788,屏85鄉道116-1,22.586665,120.544538,拉麵店,🍜,屏東縣,竹田鄉
89657,錦順街53-46號,25.051168,121.285255,服裝店,👕,桃園市,蘆竹區
101039,大同路一段,25.058754,121.636381,墨西哥餐廳,🌮,新北市,汐止區
126088,富愛街6號,23.654745,121.451471,五金行,🔧,花蓮縣,光復鄉
126488,南海九街202巷2-,23.945005,121.586636,路邊,🛣️,花蓮縣,吉安鄉
129072,草林,24.118637,121.638678,自助洗衣店&乾洗店,🧺,花蓮縣,新城鄉
129210,路邊,24.057789,121.609028,路邊,🛣️,花蓮縣,新城鄉
129485,花蓮縣瑞穗鄉公所,23.491918,121.446214,路邊,🛣️,花蓮縣,瑞穗鄉
130140,花蓮縣原住民族野菜學,23.992093,121.611207,森林,🌲,花蓮縣,花蓮市
160073,建武路157-147,22.643878,120.330083,咖哩,🍛,高雄市,三民區
163715,機場,22.784503,120.261233,機場,✈️,高雄市,岡山區
180531,民雄,23.557611,120.419192,公園,🌳,嘉義縣,民雄鄉
180534,八股路366-370,25.053044,121.253185,機場,✈️,桃園市,蘆竹區
180536,民義街68巷25-2,25.089925,121.474121,便利店,🏪,新北市,蘆洲區
180537,民族路227巷29號,25.088787,121.476325,公園,🌳,新北市,蘆洲區
180538,鯤鯓路127之11號,22.957953,120.169475,森林,🌲,臺南市,南區
180543,中正路421-409,23.228366,120.350883,餐廳,🍴,臺南市,六甲區
180546,和緯路五段89巷99,23.004019,120.184444,餐廳,🍴,臺南市,中西區
180547,成章三街33-23號,24.9787,121.257037,公車站,🚌,桃園市,中壢區
180549,彰195鄉道50-6,24.105797,120.53153,水邊,🌊,彰化縣,和美鎮
180550,文化路324-378,23.711941,120.553658,自助洗衣店&乾洗店,🧺,雲林縣,斗六市
180551,學府路一段,23.451862,120.293093,大學&學院,🎓,嘉義縣,太保市
180552,嘉57鄉道,23.529859,120.289097,麵包店,🥐,嘉義縣,六腳鄉
180553,媽祖大橋,23.568988,120.292216,橋樑,🌉,雲林縣,北港鎮
180554,新北市特二號快速道路,25.048398,121.442009,公園,🌳,新北市,新莊區
180557,南泰路3-4號,25.036697,121.416559,森林,🌲,新北市,泰山區
180563,155縣道198-2,23.578442,120.294708,便利店,🏪,雲林縣,北港鎮
180564,中央公路271-23,23.579151,120.298177,路邊,🛣️,雲林縣,北港鎮
180568,長春二路104-23,24.977781,121.246275,麵包店,🥐,桃園市,中壢區
180570,金馬路三段539巷4,24.078923,120.532593,水邊,🌊,彰化縣,彰化市
180571,嘉113鄉道,23.504236,120.531533,車站,🚉,嘉義縣,竹崎鄉
180572,士商路150號,25.094855,121.516523,公車站,🚌,臺北市,士林區
180575,光輝二街48-52號,24.963645,121.218568,水邊,🌊,桃園市,中壢區
180580,忠孝街94-84號,23.759154,120.347167,美術館,🖼️,雲林縣,崙背鄉
180587,鹿工路,24.077199,120.400381,海灘,🏖️,彰化縣,鹿港鎮
180589,拌健康-夏威夷拌飯A,22.560708,120.539057,服裝店,👕,屏東縣,潮州鎮
180593,嘉105鄉道51號,23.562723,120.449191,麵包店,🥐,嘉義縣,民雄鄉
180594,廣福街5號,24.994324,121.456145,公園,🌳,新北市,板橋區
180595,昌平路三段50巷11,24.20239,120.675855,咖哩,🍛,臺中市,北屯區
180599,林家宅宅,23.513461,120.476112,服裝店,👕,嘉義縣,民雄鄉
180601,宏毅一路8巷5號之1,22.703109,120.296646,水邊,🌊,高雄市,楠梓區
180602,世運大道100,22.70269,120.293749,體育館,🏋️,高雄市,左營區
180604,德正街27巷29弄6,24.972179,121.545342,公園,🌳,新北市,新店區
180605,中山路一段255-2,23.236646,120.266309,超市,🛒,臺南市,下營區
180606,金城路三段,24.98735,121.467574,服裝店,👕,新北市,土城區
180607,文雅街60巷57-7,24.244176,120.549557,路邊,🛣️,臺中市,梧棲區
180611,八德路73-59號,23.483752,120.430783,拉麵店,🍜,嘉義市,西區
180612,敦化南路一段80巷1,25.046774,121.547724,咖啡杯,☕,臺北市,松山區
180616,長沙街22-30號,23.714616,120.533214,路邊,🛣️,雲林縣,斗六市
180618,介壽路25號,24.780528,121.020393,飯店,🏨,新竹市,東區
180620,內山公路357號,23.872021,120.692767,公車站,🚌,南投縣,名間鄉
180621,彰南路256巷,23.855596,120.696333,公園,🌳,南投縣,名間鄉
180622,大同路一段336-3,23.963566,120.579599,咖啡杯,☕,彰化縣,員林市
180623,德化街620-636,24.161618,120.665677,便利店,🏪,臺中市,北區
180628,民生路703-653,23.895605,120.589046,超市,🛒,彰化縣,社頭鄉
180630,漢生東路193巷97,25.012,121.473191,咖啡杯,☕,新北市,板橋區
180633,民雄,23.560706,120.474411,大學&學院,🎓,嘉義縣,民雄鄉
180634,和平路16號,24.994426,121.459778,公車站,🚌,新北市,板橋區
180636,中山高速公路,22.65814,120.332646,橋樑,🌉,高雄市,鳥松區
180638,小叮噹傾斜屋,24.871634,120.979271,主題樂園,🎡,新竹縣,新豐鄉
180640,朴子三路16-6號,23.456606,120.28824,公園,🌳,嘉義縣,朴子市
180643,海清路2-16號,23.652693,120.157041,公園,🌳,雲林縣,四湖鄉
180645,吉安路二段96,23.972595,121.562206,公園,🌳,花蓮縣,吉安鄉
180647,中央公路137-13,23.955706,120.481636,餐廳,🍴,彰化縣,溪湖鎮
180649,黎明路三段171-1,24.174644,120.637724,飯店,🏨,臺中市,西屯區
180654,竹圍路190-194,23.486269,120.427189,飯店,🏨,嘉義市,西區
180659,華南路一段49-41,24.869327,121.216103,麵包店,🥐,桃園市,龍潭區
180664,自強南路80號,24.087054,120.535511,便利店,🏪,彰化縣,彰化市
180666,蜊埤路27號,24.754334,121.700595,路邊,🛣️,宜蘭縣,員山鄉
180667,自強路109巷117,24.09013,120.541007,咖啡杯,☕,彰化縣,彰化市
180669,安平街2-60號,24.089514,120.54589,水邊,🌊,彰化縣,彰化市
180670,泰安二街212-22,24.09331,120.545958,公園,🌳,彰化縣,彰化市
180671,茄南街80-82號,24.093245,120.543779,超市,🛒,彰化縣,彰化市
180675,六合北路25-3號,23.973108,120.977016,山丘,⛰️,南投縣,埔里鎮
180678,民揚路42-60號,22.636561,120.388327,水邊,🌊,高雄市,大寮區
180681,203縣道,23.574464,119.501525,水邊,🌊,澎湖縣,西嶼鄉
180682,九華山天空步道,24.458509,120.754262,森林,🌲,苗栗縣,通霄鎮
180683,中華路51-49號,23.304776,120.311959,拉麵店,🍜,臺南市,新營區
180684,福達路二段628號,24.984033,121.165397,水邊,🌊,桃園市,中壢區
180685,嘉112鄉道155-,23.481088,120.453906,拉麵店,🍜,嘉義市,東區
180686,文七五街13-7號,25.05298,121.362206,服裝店,👕,桃園市,龜山區
180688,文昌路,22.791389,121.122476,公園,🌳,臺東縣,臺東市
180689,新興路,22.79356,121.124652,飯店,🏨,臺東縣,臺東市
180690,高雄橋頭新市鎮郵局,22.737942,120.305374,郵局,📮,高雄市,橋頭區
180691,保生街278-282,23.556422,120.425476,便利店,🏪,嘉義縣,民雄鄉
180692,文化路35巷28-4,23.55348,120.42813,餐廳,🍴,嘉義縣,民雄鄉
180694,富林路三段,24.775676,121.073143,義式餐廳,🍝,新竹縣,新竹縣芎林鄉
180695,鳳林公路47-3號,22.50797,120.396159,超市,🛒,高雄市,林園區
180696,新化茄苳坑保濟宮,23.036066,120.355867,公車站,🚌,臺南市,新化區
180702,忠孝東路六段278巷,25.048096,121.590342,餐廳,🍴,臺北市,南港區
180703,農權路三段160-1,24.750418,121.737991,服裝店,👕,宜蘭縣,宜蘭市
180704,大德街180-190,24.787675,121.183067,公園,🌳,新竹縣,關西鎮
180706,中山路307-295,22.755661,121.150854,拉麵店,🍜,臺東縣,臺東市
180711,景華街176巷55-,24.995729,121.549341,森林,🌲,臺北市,文山區
180713,中山路一段93巷19,23.966434,121.588092,超市,🛒,花蓮縣,吉安鄉
180715,中央路二段21巷11,24.979805,121.444259,公車站,🚌,新北市,土城區
180717,清水岩路299巷,23.904029,120.590599,水邊,🌊,彰化縣,社頭鄉
180719,興豐路645-625,24.931071,121.294986,服裝店,👕,桃園市,八德區
180720,文心南七路206-2,24.129457,120.648212,拉麵店,🍜,臺中市,南屯區
180721,益民路一段94-11,24.108895,120.693804,便利店,🏪,臺中市,大里區
180722,僑中一街80巷22-,25.013493,121.44827,公園,🌳,新北市,板橋區
180724,中山街440-450,23.985513,120.684067,郵局,📮,南投縣,草屯鎮
180725,宜19鄉道406-4,24.749779,121.767923,義式餐廳,🍝,宜蘭縣,宜蘭市
180726,博愛街,24.986333,121.42374,公車站,🚌,新北市,樹林區
180729,平等街,24.070654,120.527453,壽司,🍣,彰化縣,彰化市
180730,仁義街171-147,24.125726,120.67284,公園,🌳,臺中市,南區
180734,五峰路,24.82714,121.759854,森林,🌲,宜蘭縣,礁溪鄉
180735,柏綸股份有限公司,23.726797,120.497524,主題樂園,🎡,雲林縣,虎尾鎮
180737,市道177甲線249,22.972117,120.297531,圖書館,📚,臺南市,歸仁區
180738,文化街一段98號,22.969882,120.297387,餐廳,🍴,臺南市,歸仁區
180739,大鶯路346巷43之,24.900926,121.293843,公園,🌳,桃園市,大溪區
180740,桃60鄉道460-4,24.906417,121.295078,公車站,🚌,桃園市,大溪區
180741,桃60鄉道441-4,24.90532,121.294209,路邊,🛣️,桃園市,大溪區
180744,苗2鄉道1036-1,24.710346,120.893969,超市,🛒,苗栗縣,竹南鎮
180745,花蓮,23.994537,121.591809,公車站,🚌,花蓮縣,花蓮市
180747,彰6鄉道91-15號,24.10834,120.527977,咖啡杯,☕,彰化縣,和美鎮
180749,向上路六段,24.185842,120.573695,森林,🌲,臺中市,龍井區
180751,中華南路一段313-,24.96176,121.113561,水邊,🌊,桃園市,新屋區
180753,雲50鄉道,23.769491,120.504848,電器行,🔌,雲林縣,莿桐鄉
180756,維新路55-47號,22.737055,120.553209,超市,🛒,屏東縣,鹽埔鄉
180758,九如二路,22.640578,120.313095,公車站,🚌,高雄市,三民區
180759,青峰路一段,25.013848,121.218133,服裝店,👕,桃園市,中壢區
180762,民享路30-86號,24.274063,120.56249,麵包店,🥐,臺中市,清水區
180763,智仁街114-132,22.860409,120.263107,路邊,🛣️,高雄市,路竹區
180764,大同路218巷11-,22.861044,120.265918,公園,🌳,高雄市,路竹區
180765,一甲路9-1號,22.871073,120.27219,公車站,🚌,高雄市,路竹區
180766,公所路289-207,23.893422,120.528885,郵局,📮,彰化縣,田尾鄉
180769,宜42鄉道41-27,24.618012,121.833181,便利店,🏪,宜蘭縣,蘇澳鎮
180771,寶中路86-90號,24.980374,121.548662,郵局,📮,新北市,新店區
180772,內山公路,24.45617,120.878496,森林,🌲,苗栗縣,獅潭鄉
180778,美溪路一段36-62,23.94474,120.478086,水邊,🌊,彰化縣,溪湖鎮
180780,員鹿路一段731-5,23.953702,120.497707,路邊,🛣️,彰化縣,溪湖鎮
180781,田河路7號,23.951873,120.466919,橋樑,🌉,彰化縣,溪湖鎮
180784,大仁路322-330,22.871152,120.270697,便利店,🏪,高雄市,路竹區
180787,中興路,23.974401,120.687626,餐廳,🍴,南投縣,草屯鎮
180788,中潭公路,23.978673,120.702044,便利店,🏪,南投縣,草屯鎮
180790,永美路一段,24.770742,121.80965,公園,🌳,宜蘭縣,壯圍鄉
180791,健康路399-349,25.054714,121.568899,公園,🌳,臺北市,松山區
180792,彰興街,24.061747,120.538656,公園,🌳,彰化縣,彰化市
180793,斗苑東路727-68,23.889658,120.474442,便利店,🏪,彰化縣,彰化縣埤頭鄉
180796,吉興路一段299-2,23.964094,121.573289,飯店,🏨,花蓮縣,吉安鄉
180799,五福路18號,22.545295,120.535778,五金行,🔧,屏東縣,潮州鎮
180801,豐田三路50-82號,24.92858,121.288242,路邊,🛣️,桃園市,八德區
180805,122縣道524-5,24.707219,121.097137,公車站,🚌,新竹縣,竹東鎮
180811,精誠路245-217,22.752702,121.155593,圖書館,📚,臺東縣,台東市
180813,赤崁南路,22.73558,120.248629,便利店,🏪,高雄市,梓官區
180816,慈康路2-52號,24.873959,121.286498,咖啡杯,☕,桃園市,大溪區
180817,國豐五街15號,24.960711,121.292291,餐廳,🍴,桃園市,八德區
180818,國際一路185之20,24.963538,121.289785,公園,🌳,桃園市,八德區
180823,莊敬路274-294,23.703251,120.546204,便利店,🏪,雲林縣,斗六市
180826,早知路,23.621055,120.460154,大學&學院,🎓,嘉義縣,大林鎮
180828,台9線1211號,22.775325,121.128457,咖啡杯,☕,臺東縣,臺東市
180829,志航路一段,22.777449,121.127077,郵局,📮,臺東縣,臺東市
180830,新華路一段699-6,24.996602,121.116196,超市,🛒,桃園市,觀音區
180831,東龍路200巷11-,24.864548,121.215266,圖書館,📚,桃園市,龍潭區
180832,中正二街617-46,23.033296,120.240548,服裝店,👕,臺南市,永康區
180833,東南街53巷47-4,24.799376,120.974841,公園,🌳,新竹市,東區
180835,成泰路一段98巷16,25.071117,121.443901,橋樑,🌉,新北市,五股區
180841,中山路86-98號,24.733793,121.095361,餐廳,🍴,新竹縣,竹東鎮
180843,北興路一段300號,24.728226,121.099636,公車站,🚌,新竹縣,竹東鎮
180844,龍鳳路16-26號,24.728881,121.093914,公園,🌳,新竹縣,竹東鎮
180845,公園路12-84號,24.734516,121.085922,森林,🌲,新竹縣,竹東鎮
180846,公園路10號,24.735403,121.086909,路邊,🛣️,新竹縣,竹東鎮
180847,公園路13-1號,24.735943,121.087515,餐廳,🍴,新竹縣,竹東鎮
180848,世界街57-17號,24.736719,121.085266,森林,🌲,新竹縣,竹東鎮
180849,忠孝路55-69號,23.051788,121.161448,拉麵店,🍜,臺東縣,關山鎮
180850,力學路,23.108472,121.201256,咖啡杯,☕,臺東縣,池上鄉
180855,中正路141-131,23.603855,120.395484,郵局,📮,嘉義縣,溪口鄉
180856,馬公,23.560557,119.598147,路邊,🛣️,澎湖縣,馬公市
180857,大智路一段,24.251552,120.553845,服裝店,👕,臺中市,梧棲區
180858,大學路一段,23.561326,120.465178,甜點店,🍰,嘉義縣,民雄鄉
180859,"No. 67-29,",23.606873,120.451882,路邊,🛣️,嘉義縣,大林鎮
180861,內埔,22.623157,120.557157,拉麵店,🍜,屏東縣,內埔鄉
180862,187縣道563-4,22.635439,120.596943,超市,🛒,屏東縣,內埔鄉
180863,187縣道43-33,22.642911,120.595952,拉麵店,🍜,屏東縣,內埔鄉
180865,西平南巷2號,24.196269,120.619738,公園,🌳,臺中市,西屯區
180869,中科路,24.193771,120.654956,公園,🌳,臺中市,西屯區
180870,鮮田,24.778175,121.699363,森林,🌲,宜蘭縣,員山鄉
180874,世賢路二段,23.471102,120.421954,便利店,🏪,嘉義市,西區
180877,埔心街92巷1-31,24.704691,121.050893,路邊,🛣️,新竹縣,北埔鄉
180878,民安西路173巷35,25.016064,121.427432,公園,🌳,新北市,新莊區
180879,中山路,24.704352,121.052112,拉麵店,🍜,新竹縣,北埔鄉
180881,公館路168-220,23.852456,120.586395,麵包店,🥐,彰化縣,田中鎮
180882,福安路261巷55-,23.862102,120.58728,美容院,💅,彰化縣,田中鎮
180883,文中街41-15號,23.853941,120.591342,公園,🌳,彰化縣,田中鎮
180884,仙爺路536,24.719639,121.042716,水邊,🌊,新竹縣,寶山鄉
180885,新生街2-30號,23.859835,120.588949,咖啡杯,☕,彰化縣,田中鎮
180886,大同路240-288,23.477133,120.427241,路邊,🛣️,嘉義市,西區
180887,興業西路,23.468415,120.434526,公園,🌳,嘉義市,西區
180888,三興路87巷,25.012872,121.393612,森林,🌲,新北市,樹林區
180889,重慶路315-285,23.46332,120.432558,橋樑,🌉,嘉義市,西區
180891,廣州街12-14號,23.462263,120.435561,美容院,💅,嘉義市,西區
180895,大山路120號,24.306202,120.729128,公園,🌳,臺中市,后里區
180897,108縣道166-1,25.066098,121.484662,公車站,🚌,新北市,三重區
180899,縱貫公路160-21,23.041578,120.244163,飯店,🏨,臺南市,永康區
180900,真理街3巷1-19號,25.175509,121.437193,水邊,🌊,新北市,淡水區
180901,愛國路228-71號,24.931763,121.374713,超市,🛒,新北市,三峽區
180902,中山高速公路,22.995699,120.248448,路邊,🛣️,臺南市,永康區
180903,中山高速公路,22.977113,120.248922,水邊,🌊,臺南市,仁德區
180904,中山路80-98號,22.970069,120.265674,公車站,🚌,臺南市,仁德區
180905,中山路,22.969754,120.268381,路邊,🛣️,臺南市,仁德區
180906,中正南路一段,22.942372,120.276991,橋樑,🌉,臺南市,歸仁區
180907,中正南路二段５巷43,22.935091,120.278829,水邊,🌊,臺南市,歸仁區
180909,通霄鎮,24.492134,120.678533,車站,🚉,苗栗縣,通霄鎮
180910,新埔里57之1號,24.540995,120.695568,車站,🚉,苗栗縣,通霄鎮
180911,福德巷359號,23.894462,120.536019,公園,🌳,彰化縣,田尾鄉
180912,內山公路467-33,23.69828,120.544324,服裝店,👕,雲林縣,斗六市
180914,環東大道,25.059524,121.585745,公車站,🚌,臺北市,內湖區
180915,龍安街198巷64-,25.123547,121.739321,森林,🌲,基隆市,仁愛區
180917,新溪街175巷106,24.83058,120.990801,水邊,🌊,新竹縣,竹北市
180918,西安街36-50號,23.706195,120.432958,路邊,🛣️,雲林縣,虎尾鎮
180919,正發路54號,24.569506,120.819757,水邊,🌊,苗栗縣,苗栗市
180920,中華東街207-19,24.582247,120.825908,橋樑,🌉,苗栗縣,苗栗市
180921,游家肥貓動物友善餐廳,24.895757,121.265372,拉麵店,🍜,桃園市,大溪區
180922,桃72鄉道309-2,24.936847,121.167342,便利店,🏪,桃園市,楊梅區
180923,鯉魚路,23.97282,120.990112,森林,🌲,南投縣,埔里鎮
180925,達摩祖師廟,24.771819,121.709913,森林,🌲,宜蘭縣,員山鄉
180926,南安路768號,23.967581,120.953389,餐廳,🍴,南投縣,埔里鎮
180927,二結路24號,24.784122,121.69465,水邊,🌊,宜蘭縣,員山鄉
180929,花東縱谷公路,22.899025,121.102851,飯店,🏨,臺東縣,鹿野鄉
180932,枕山路114號,24.774131,121.7209,森林,🌲,宜蘭縣,員山鄉
180933,宜5鄉道56號,24.780309,121.738245,森林,🌲,宜蘭縣,宜蘭市
180934,宜興路三段,24.770296,121.759085,森林,🌲,宜蘭縣,宜蘭市
180935,宜興路二段76-10,24.759935,121.759751,超市,🛒,宜蘭縣,宜蘭市
180936,宜5鄉道61-59號,24.780631,121.734886,麵包店,🥐,宜蘭縣,員山鄉
180938,內山公路142-14,24.897634,121.27924,公車站,🚌,桃園市,大溪區
180941,宜17鄉道44號,24.741463,121.746912,麵包店,🥐,宜蘭縣,宜蘭市
180943,文心南六路254-2,24.130695,120.647681,飯店,🏨,臺中市,南屯區
180945,環東大道,25.058407,121.583516,公園,🌳,臺北市,內湖區
180946,中山路三段25-19,23.974243,121.577546,公車站,🚌,花蓮縣,吉安鄉
180947,民富二街8巷20-6,25.006804,121.319284,路邊,🛣️,桃園市,桃園區
180948,水岸七街96-100,25.030737,121.297276,服裝店,👕,桃園市,桃園區
180949,自強路467-447,23.984728,121.590376,森林,🌲,花蓮縣,吉安鄉
180950,漳福路23巷,24.789009,121.740271,路邊,🛣️,宜蘭縣,礁溪鄉
180953,縣政三街11巷24-,24.822525,121.012376,便利店,🏪,新竹縣,竹北市
180955,東大路二段,24.819253,120.962414,公車站,🚌,新竹市,北區
180956,忠孝路96-98號,22.673836,120.485236,韓國餐廳,🥘,屏東縣,屏東市
180957,漁港北路,25.119385,121.245407,海灘,🏖️,桃園市,大園區
180958,富祥街111-97號,23.992797,121.593399,餐廳,🍴,花蓮縣,花蓮市
180960,六腳鄉,23.488111,120.292083,路邊,🛣️,嘉義縣,六腳鄉
180962,友和路80號,23.480726,120.43228,韓國餐廳,🥘,嘉義市,西區
180963,桃68-1鄉道,24.830937,121.201445,森林,🌲,桃園市,龍潭區
180964,內山公路,24.792194,121.187882,水邊,🌊,新竹縣,關西鎮
180965,公車站,24.760124,121.173078,路邊,🛣️,新竹縣,關西鎮
180967,金門街122-126,24.991484,121.432902,餐廳,🍴,新北市,板橋區
180969,臺東,22.742258,121.137914,超市,🛒,臺東縣,台東市
180972,中正東路,25.05831,121.21475,橋樑,🌉,桃園市,大園區
180974,教忠街25巷33-2,25.135147,121.777373,公園,🌳,基隆市,信義區
180976,延平路三段411巷1,24.930294,121.198841,路邊,🛣️,桃園市,平鎮區
180977,南平路二段596-6,24.922976,121.189416,公園,🌳,桃園市,平鎮區
180981,和平街2巷,24.99133,121.509689,車站,🚉,新北市,中和區
180982,白石腳路150-15,24.840339,121.781436,森林,🌲,宜蘭縣,礁溪鄉
180983,環福街149-145,23.072331,120.222979,咖啡杯,☕,臺南市,安南區
180985,泉源路224號,25.141436,121.526917,山丘,⛰️,臺北市,北投區
180989,新德路8-64號,23.584364,120.300755,路邊,🛣️,雲林縣,北港鎮
180990,159縣道1358-,23.492263,120.397309,便利店,🏪,嘉義市,西區
180992,育英北街123-11,23.715944,120.551096,餐廳,🍴,雲林縣,斗六市
180994,平德路121-97號,24.927415,121.196327,森林,🌲,桃園市,平鎮區
180997,竹林路201巷22弄,25.009359,121.523024,便利店,🏪,新北市,永和區
181003,鯤鯓路162巷13弄,22.9616,120.171245,藥局,💊,臺南市,南區
181004,大發路83-103號,22.868853,120.193419,水邊,🌊,高雄市,茄萣區
181005,竹崎,23.49608,120.495622,拉麵店,🍜,嘉義縣,竹崎鄉
181009,延平路397-371,24.063002,120.542382,超市,🛒,彰化縣,彰化市
181011,新莊街217巷3-1,24.789326,121.017848,水邊,🌊,新竹市,東區
181014,中正路二段476-5,22.874891,120.536078,甜點店,🍰,高雄市,美濃區
181015,高102鄉道,22.861513,120.556104,水邊,🌊,高雄市,美濃區
181016,棒球十三街82-84,23.717339,120.532852,路邊,🛣️,雲林縣,斗六市
181018,汐止五股高架段,25.072043,121.548427,機場,✈️,臺北市,中山區
181019,恆公路1014-10,22.010575,120.741893,電器行,🔌,屏東縣,恆春鎮
181020,長春街172巷2-1,24.110701,120.639825,公園,🌳,臺中市,烏日區
181022,新埔,24.829182,121.066142,公車站,🚌,新竹縣,新埔鎮
181023,東大路三段,24.831734,120.954733,機場,✈️,新竹市,北區
181024,武陵路61巷,24.818967,120.964305,拉麵店,🍜,新竹市,北區
181025,東富街144-186,24.129281,120.701805,便利店,🏪,臺中市,東區
181030,北興街16-20號,24.163905,120.690846,拉麵店,🍜,臺中市,北屯區
181032,清水路25號,24.980069,121.454639,服裝店,👕,新北市,土城區
181034,彰濱產業園區,24.105973,120.410643,路邊,🛣️,彰化縣,鹿港鎮
181035,彰濱產業園區,24.110134,120.410637,路邊,🛣️,彰化縣,鹿港鎮
181036,彰濱產業園區,24.063999,120.400572,海灘,🏖️,彰化縣,鹿港鎮
181038,尖豐公路,24.717156,120.905845,路邊,🛣️,苗栗縣,竹南鎮
181041,光復北路,25.061572,121.55459,機場,✈️,臺北市,松山區
181043,中華路二段159-1,24.807009,120.979618,超市,🛒,新竹市,東區
181047,中清路五段,24.242435,120.622706,機場,✈️,臺中市,大雅區
181048,文三二街66巷37-,25.05721,121.359739,路邊,🛣️,桃園市,龜山區
181052,二聖一路107巷63,22.610392,120.32363,藥局,💊,高雄市,前鎮區
181054,廣東三街46-70號,22.609084,120.319902,咖啡杯,☕,高雄市,前鎮區
181055,光明八街75-41號,24.829357,121.004451,公車站,🚌,新竹縣,竹北市
181056,斗六,23.701963,120.545639,水邊,🌊,雲林縣,斗六市
181057,中山路二段,25.006764,121.145863,公車站,🚌,桃園市,觀音區
181058,鶯桃路296巷47-,24.961424,121.335727,公園,🌳,新北市,鶯歌區
181061,機場北路,22.682466,120.471433,機場,✈️,屏東縣,屏東市
181062,機場北路53-8號,22.680384,120.472528,藥局,💊,屏東縣,屏東市
181064,122縣道57-35,24.765718,121.057592,郵局,📮,新竹縣,竹東鎮
181065,福興東路二段208-,24.813364,121.029798,路邊,🛣️,新竹縣,竹北市
181066,自治路328-368,24.568004,120.815688,路邊,🛣️,苗栗縣,苗栗市
181069,光復路一段268巷3,24.783271,121.021654,便利店,🏪,新竹市,東區
181071,竹中路288號,24.78103,121.033424,橋樑,🌉,新竹縣,竹東鎮
181072,金山東街35-61號,24.778562,121.027687,水邊,🌊,新竹市,東區
181074,自立街31巷17-5,24.691227,120.904452,路邊,🛣️,苗栗縣,頭份市
181077,長和路一段,23.05926,120.231861,體育館,🏋️,臺南市,安南區
181078,北71鄉道291-2,25.011927,121.42642,公車站,🚌,新北市,新莊區
181079,和平路28-62號,23.498346,120.388744,餐廳,🍴,嘉義縣,太保市
181080,和平路,23.499679,120.388386,服裝店,👕,嘉義縣,太保市
181082,健行路155-103,24.109551,120.600162,公園,🌳,臺中市,烏日區
181085,景福街98-108號,24.998412,121.536967,咖啡杯,☕,臺北市,文山區
181087,南興路130-136,23.466569,120.458981,麵包店,🥐,嘉義市,東區
181090,羅東,24.675405,121.778705,壽司,🍣,宜蘭縣,羅東鎮
181091,中正路96-138號,22.64706,120.52456,路邊,🛣️,屏東縣,麟洛鄉
181094,世賢路四段,23.464937,120.451477,咖啡杯,☕,嘉義市,東區
181095,嘉12鄉道41-37,23.463375,120.4476,橋樑,🌉,嘉義市,西區
181096,西門街,23.470455,120.443859,壽司,🍣,嘉義市,西區
181097,志昇街42-48號,23.46921,120.44449,便利店,🏪,嘉義市,西區
181099,怡安路二段462-4,23.044346,120.197359,郵局,📮,臺南市,安南區
181100,桃57鄉道774-7,24.957502,121.317814,路邊,🛣️,桃園市,八德區
181101,松園六路123號,22.570141,120.368227,公園,🌳,高雄市,小港區
181102,松園一路102號,22.57009,120.369243,超市,🛒,高雄市,小港區
181103,汐止五股高架段,25.076618,121.495859,公園,🌳,新北市,三重區
181105,彰61鄉道29-27,23.95399,120.543987,郵局,📮,彰化縣,埔心鄉
181106,埔心鄉新館綠動公園,23.937717,120.531023,公園,🌳,彰化縣,埔心鄉
181110,關東路90-144號,24.784462,121.022245,便利店,🏪,新竹市,東區
181116,汐止五股高架段,25.072398,121.544601,橋樑,🌉,臺北市,中山區
181118,隆頂街12-76號,24.707248,120.926537,飯店,🏨,苗栗縣,頭份市
181119,隆頂街12-76號,24.707131,120.92661,水邊,🌊,苗栗縣,竹南鎮
181120,鼎強街254-278,22.668472,120.322062,郵局,📮,高雄市,三民區
181123,維新路134巷39-,23.485499,120.459984,餐廳,🍴,嘉義市,東區
181124,孝義路,25.114763,121.449776,路邊,🛣️,新北市,新北市五股區
